id,level,dom_fr,ch,ch_fr,les,les_fr,notion_ar,comp,extype,diff,ambig,score,steps,nnot,nsub,nprop,statut,dup,src,src_type,src_num,nchars,why,body
8M-CH10-L01-EX084,8e,Géométrie,CH10,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application directe,BASIQUE,False,0,1,1,0,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/parascolaire/collection-pilote-8eme.pdf,CORRIGE,33,217,une seule notion principale mobilisée; procédure courte (0 sous-question(s)),: يمكن تبليط بيت مستطيله الشكل بنو عين من الجليز شكل الواحده من النوع الاول مربع ضلعه 30cm وشكل الواحده من الثاني مربع ضلعه 25cm دون اللجوء الي اجزاء من اي نوع منهما، اوجد لعدي البيت اذا علمت انهما محصوران بين 5m و8m.
8M-CH10-L01-EX085,8e,Géométrie,CH10,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,DIFFICILE,False,4,4,2,4,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,_non-classe/mathematiques/cours/C.5-06.07-P.Kebili.pdf,CONTROLE,8,485,deux notions combinées; une propriété explicitement invoquée; plusieurs étapes (4 sous-questions); exige une justification (prouver); construction puis démonstration sur la figure obtenue,) : 4 نقاط) 1) ا- ابن مثلثا abc متقايس الاضلاع. ب- ابن 0 مركز الدايره ع المحيطه بالمثلث abc ثم ارسم ع. 2) نصف المستقيم (40] يقطع [bc] في 1 و يقطع 5 في . d 1- ما هي طبيعه المثلث oib؟ احسب اقيسه زواياه. ب- برهن ان المثلث obd متقايس الاضلاع. 3) المماس للدايره 5 في النقطه b يقطع المستقيم (40) في لنقطه e. قارن المثلثين obe و adc واستفتج ان .ac = be 4) برهن ان الرباعي abec معين. ي الرسم اعلاه aefg مستطيل و abcd مرب بنا: dg =29 be = 6 و المساحه الملونه تساوي 68 ابحث عن مساحه المربع abcd.
8M-CH10-L01-EX086,8e,Géométrie,CH10,Quadrilatères,L01,Quadrilatères particuliers,رباعيات الأضلاع الخاصّة,Résoudre des problèmes / modéliser une situation,Situation-problème,DIFFICILE,False,5,15,1,15,4,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,_non-classe/mathematiques/cours/Sujet.09-Cor.pdf,COURS,2,2524,une seule notion principale mobilisée; 4 propriétés ou théorèmes invoqués; enchaînement long (15 sous-questions); exige une justification (prouver); énoncé contextualisé nécessitant une modélisation,": t ."" a= (1+83)2214283 +3=4+213 2a+2= 2(1+13) +2=9+213+2-4+813=92 با) a3= axa2 = a (20 +8) =202+22=2(20+2)+2a = 4a +4 + 20 = 6a+4. الرباعي abhd مستطيل ان له ثلاث زوايا قايمه . dh = ab=a اذن hc=de-dh =b-a. وبالتالي : ب) بتطبيق من هنه يساغفر في الصلت bhc القايم في h : hc2= bce bh2 122-42-144-16=128 = b-a = hc = v1281 =v64x2 اذن 82 = ٠ج) لدينا محيط abcd يساده 32 لغي 1/2 (a+b)+4=32 لفي a+b= 16 6-a=8122 b= 8reta ادن وبالتالي a+8r2+a=16 0= 8-412 b=82 +9-82+8-402 =8+4v2 قسم ان و 1 (1 ii) بما ان ad) m) وn علي (8) حيت المسعرمات و) متوازيه فحسب من هنه ال ه ( ) an = 12 1 = 2 h+4 لعز =+4 يعين x(x+1) =3x4 22+47-12=0 اذن والسالي وبما ان مجموحه حلول هذه المعناد - 1 x= am =9 1 bc=6+6=12 ومالالي ad=y و nab*cو m=a*d لدينا abcd ج) في شيبه الفخرف mn = ab+ed = 914 اذن m ب) بما ان (0a) مو المرسطا العموني ل (bg) فاون (0a) #(bg) . (ec) 1 (bc) مدن (ec) 11 (0a) ولدينا *"" 3) النقطه ا تنتمي الدايده ط التي قطر ما (loc اذن المنلث bcd قايم الزاويه في d وبالبالي d لمو المسقط العموني ل c علي (ab). * بحساب مساحه المثلث ebc بطريقس محلتي: t2 bc*ce = 12 be xcd cdxbe = ce xcb سم ان cd = cexcb = 6x8 والال : 4180=1 be 10 (8e=2ba =2k5=10) 4) بتطبق مبن هنه بيتاغور في المثلث cde العايم في d : e d2 = ec2 - cd2 (62- 4182 = 62 (1-0187= +62 (1-0164) = 62*0136=6x016 = (6x016)2 = 3;62 ed = 3,6 اذن ad=ae-ed =5-316=114. * 5) في المسلك dec لدينا : f علي 00) و a علي (de) و(٨p) موازي ل (ec). e تمرني 4 au: 1 (1) ب) b ٥ ٢٠) بتطبيق مبرمده بيتاعذر في المثلث 0ab القايم في ٥ : ab2= oal + 0b2 32 +42=9+16=25 = ab = v2s =5 اذن : e = sa(b) لان a =b*e : لدينا bec ٤ (2) في الملث € = bxc9 0a =1 ec (0a)م مزي ل () اذن وبالتالي ec=209 = 2x3=6 5/8m ب) بنفس الطريقه نبرهني ان 0k=2v2 و sk=2v2 ج) ما ان h=s*a اا 5b اذن sk=22 كيه b k b=4 لدين * k=s*b9h=sna : لدينا sab في المثلث * (hk) 4 (ab) اذن - توزيع النقاط - دقر ين كدد4 : b ((1 os ( ج) 2) رحم ين عدد1: o17 x4 =3 لمرين كند 2: ا) ب) + 615 b + (f (5 ois ( تسهرين كددs : ) 013 ب) 025 + ج) ord +o1 تمرين كدد3 : 1 |1) 1 (2) جا) ج) ( (1 |t ب) ٤) ا) 8/8 اذن حسب هم هنه طالس : p4 = ae. af = d4 ec = 6x114 = 14 = ب) . 5ج : sunتمرين ك 1) ا) شعاع السايده المحيطه بقاعده الهرم r=0a= a{= 1* v2*ab = = 12*4v2 =4. وارتفاع المرم r=4. sa = vr4+227 اذن قيس حرف الهرم : = v48+421=132=412 ب) عموما الاوجه الحانيه للمرم المنتطم كل منما ملث متقاس الظعيه وجميها متقايسه . sa=sb = ab=4v2 و رماانا وان الاوجه الحاميه للم sabo مثلثات متقاسه الاضاع 8 (2) الملت soa قايم الراوه في 0 وh المسقط الععوسي - فاللي (sa) اذن 0h= daas - 4402=74=2121 + بطيق مبرهنه بساكور فير السلت soh القايم في h: 5h2=052-0h2 13 (282)2= 16-8=8 = . sh =18 =212 اذن 718"
8M-CH11-L01-EX001,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,5,1,5,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/corrections/Devoir-de-Controle-N-2-Avec-correction-Math-8eme-2019-2020-Mr-Hafsi-Salem.pdf,CORRIGE,4,566,une seule notion principale mobilisée; une propriété explicitement invoquée; enchaînement long (5 sous-questions); raisonnement développé : prouver + deduire,") :3 ن). نعتبر العبارتين : 1) بين ان y=-a-(-b+3) -15-(a+7)19 x= -(7 -a-b) +(8-b) f=-1+b و x=1+a 2) قارن x و y اذا علمت ان b - a = 3 2010 tunisie college.net c( ;...) b(.. ; ) a( :) لين عد 4: حظ الرسم التالي ح .o1 = oj معينا متعامدا في المستوي و (0,1,j) 1) حدد احداثيات النقاط a و b و c . بين ان المثلث abc متقايس الضلعين . عين النقطه النقطه d مناظره c بالنسبه الي (o1) ثم حدد احداثياتها. ( : )d ا) بين ان a و d متناظرتان بالنسبه الي 0 . ب) بين ان المثلث acd قايم الزاويه. ت) استنتج مركز الدايره المحيطه بالمثلث acd . b 3- 2- 1- a 1- 2- 3- • tunitiecontge.het الاصلاح"
8M-CH11-L01-EX002,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,5,1,5,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/corrections/Devoir-de-Controle-N-2-Avec-correction-Math-8eme-2019-2020-Mr-Hafsi-Salem.pdf,CORRIGE,4,823,une seule notion principale mobilisée; une propriété explicitement invoquée; enchaînement long (5 sous-questions); raisonnement développé : prouver + deduire,") :3 ن). نعتبر العبارتين : 3) بين ان 4) قارن x و y اذا علمت ان b - a = 3 y-x=(1ta) -(-1+b) =1ta+1-b=2ta-b=2+(3)=-1<0 y< x اذن 2019 tuwisiecollege.net مرين عدد 6) :4 ن) حظ الرسم التالي حيث (0,1,j) معينا متعامدا في المستوي و i= oj( 2) حدد احداثيات النقاط a و b وc . a(-2; -1) c(2;-1) b(3;0) بين ان المثلث abc متقايس الضلعين. اذن ca متناظرتان بالنسبه الي 1) با ن مناظره ي e1 b اذن ba =bc و بالتالي abc متقايس الضلعين في b 3) عين النقطه النقطه d مناظره c بالنسبه الي (oi) ثم حدد احداثياتها. ث) بين ان a و d متناظرتان بالنسبه الي o . d(2;1) ج) بين ان المثلث acd قايم الزاويه. متناظرتان بالنسبه الي (o1) اذن (1 (1 ( او () ( ما ان 1 (1 ) فان (cd) 1 (ac) و بالتالي acd قايم في c. ح) استنتج مركز الدايره المحيطه بالمثلث acd . المثلث acd قايم في c و 0 منتصف وتره [ad] اذن o هي مركز الدايره المحيطه بالمثلث acd b 3 tunisie college.net"
8M-CH11-L01-EX003,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application indirecte,MOYEN,True,2,6,1,6,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2013-2014-Mme-Khammassi-Leila.pdf,CONTROLE,1,484,une seule notion principale mobilisée; enchaînement long (6 sous-questions),": ( 5نقاط) يلي كل سوال من اسيله هذا التمرين ثلاث اجابات ، احداها فقط صحيحه. اكتب علي ورقه تحريرك في كل مره رقم السوال متبوعا بالاجابه الموافقه له . (التعليل غير مطلوب ). ١. المجموع (17|+(-17-| يساوي: ا- 34 ب- 0 ج- 34- 2. اذا كان a +6=2 فان alb -ج alb -ب a=b -ا ®. اذا كان (o,j,1) معين متعامد في المستوي فان (a(-1,1 و (b(-1,-1 متناظرتان بالنسبه الي : ا- (o1) ب- (oj) ج- اصل المعين • * x+y x+y+1-4 x-y+1-ا ا- 1019- ب- 10(-9- ج- 10) -9- 4. العباره : (x - (-y +1تساوي: 5. اي مقارنه صحيحه؟"
8M-CH11-L01-EX004,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,3,8,1,8,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2014-2015-Mr-Khlifi-Maher.pdf,CONTROLE,37,394,une seule notion principale mobilisée; enchaînement long (8 sous-questions); exige une justification (prouver),"نقاط ليكن (/,0,1) في معينا المستوي حيث (o1) 1 (oj) وo1 = oj 1) عين النقاط (a(3,4 و (b(- 3;2 و (c(-3; -4 2) بين ان c و a متناظرتان o 3) عين النقطه d مناظره b بالنسبه • 4) حدد احداثيات النقطه d 5) عين النقطه e مناظره b بالنسبه (oi) 6) حدد احداثيات النقطه e ... (de) 1 (oj) و (be) 1 (o1) ابين ان7 8) بين ان المثلث ebd قايم الزاويه 9)ماهي مناظره bac بالنسبه • ""tunisiecollegt er ""tunisiecollegénet"""
8M-CH11-L01-EX005,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,MOYEN,False,3,4,1,4,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2014-2015-Mr-Masmoudi-Sofien.pdf,CONTROLE,4,268,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); raisonnement développé : prouver + justifier,") 8نقاط ( ليكن) , , ( j i oمعين ا متعامد ا في المستوي . 1 (عين النقاط ) 2 ,3 ( − a ) 2 ;3 ( − − b و) 2,3 ( c 2 (( ا بين ان a مناظرهc بالنسبه الي) (oi ( ب ماهي طبيعه المثلث oac ؟ علل جوابك . 3 (ابنd مناظرc بالنسبه الي) (oj ثم جد احداثياتها . 4 ( بين انa d b d a c ˆ ˆ ="
8M-CH11-L01-EX006,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,3,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2015-2016-Mme-Tekeri-Zeineb.pdf,CONTROLE,6,292,une seule notion principale mobilisée; enchaînement long (5 sous-questions); exige une justification (prouver),") 4 ن) ليكن (0,1,1) معينا في المستوي حيث (l (oj (oi) عين النقاط : (a(3 ;-1) ; b(-3 ;-1) ; m(1 ;1) ; d(-1 ; 1 1) () يقطع () في النقطه e ماي احداثيات e ( ) (md) // (ab) بين ان (2 3) عين 'a و'e مناظرتي a و e بالنسبه ل 0 بين ان a'e°=eb 2018 * tunisie college.net tekeri 2015 * tunisie college.net"
8M-CH11-L01-EX007,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,3,4,1,4,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2015-2016-Mr-RIADH-ZAIRI.pdf,CONTROLE,4,379,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); exige une justification (prouver); construction puis démonstration sur la figure obtenue,": ( 7 نقاط ) يكن (ل,0,1) معينا متعامدا في المستوي 1) ا) عين النقاط (a(3,2 و(b(3,-2 ب) بين ان a و b متناظرتان بالنسبه الي (oi) ) ا) ابن النقطه c مناظره b بالنسبه الي (oj) ب) حدد احداثيات النقطه c 3) بين ان o منتصف [ac] 4) ا) عين (d(-1,0 aoi = cod ب) بين ان 5) ا) ارسم الدايره ع التي مركزها a وشعاعها [ao] ب) ابن الدايره 56 مناظره الدايره 5 بالنسبه الي • 2015 * tunisie college.net"
8M-CH11-L01-EX008,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,3,8,1,8,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2015-2016-Mr-ZOUARI-SAMI.pdf,CONTROLE,4,295,une seule notion principale mobilisée; enchaînement long (8 sous-questions); exige une justification (prouver),": ([ , 0 , 1) معين متعامد في المستوي حيث : o1 = oj . 1) عين النقاط (c(-4,-1) b(-4,1) a(2,3. .(o1 ) c 2) بين ان b حدد من خلال الرسم احداثيات k 3) ليكن 0. حدد احداثيات d. b / d 4) ٥. e ما من-;1.e(-2 5) • [de] f$ l a' l (1; -2) 6) £ 2016 tunisie college.net """" : ... < › * 2016* tunisie college.net"
8M-CH11-L01-EX009,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,5,1,5,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2016-2017-Mr-RIADH-ZAIRI.pdf,CONTROLE,3,706,une seule notion principale mobilisée; enchaînement long (5 sous-questions); raisonnement développé : prouver + justifier,": (8نقاط) 1) ليكن (ل,0 , 1) معينا متعامدا من المستوي . اكمل الفراغات باحدي الكلمات التاليه : متساويان / متقابلان 1) نقطتان متناظرتان بالنسبه الي (oi) هما ...في الفاصله و ...في الترتيبه 2) نقطتان متناظرتان بالنسبه الي (oj) هما في الفاصله و ... ..في الترتيبه 3) نقطتان متناظرتان بالنسبه الي 0 هما في الفاصله و 11) ليكن (,0 , 1) معينا متعامدا من المستوي في الترتيه -2- +1 27- اعين النقاط (a(3 ;-2 و (b(-3 ;-2 و (3 ;2) ) ا) بين ان a مناظره c بالنسبه الي (o1 ب) ما هي طبيعه المثلث oac معللا جوابك ؟ 3) ابن النقطه d مناظره النقطه c بالنسبه الي (oj) ثم حدد احداثيتها معللا جوابك cad = bda بين ان (4 مناظره الدايره 5 التي مركزها f و شعاعها mf بالنسبه الي m هي الدايره التي مركزها وشعاعها 2016 * tunisie college.net"
8M-CH11-L01-EX010,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,2,4,1,4,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2017-2018-Mr-Abidi.pdf,CONTROLE,4,253,une seule notion principale mobilisée; plusieurs étapes (4 sous-questions); exige une justification (prouver),ليكن( ) ;i;j o معينا متعامدا في المستوي حيثoi oj = 1 - عين النقاط( ) 2; 3 a − − و( ) 4; 1 b − و( ) 4;1 c − 2 - ا( بين انcمناظرهb بالنسبه اليo ب( ابن النقطهd مناظرهaبالنسبه لo ثم حدد احداثياتها 3 - بين ان( ) ( ) / / dc ab وdc ab = 4 - بين انˆ ˆ ocd oba =
8M-CH11-L01-EX011,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,4,4,1,4,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2017-2018-Mr-Ouerghi-Chokri.pdf,CONTROLE,4,636,une seule notion principale mobilisée; une propriété explicitement invoquée; plusieurs étapes (4 sous-questions); raisonnement développé : prouver + deduire; résultats intermédiaires réutilisés (stratégie à construire),") د د6 ( نقاط (oooo) ⊥(oooo) وoooo= oooo ( معينا في المستوي حيثoo , ii , jj ) نعتبر الشكل المصاحب حيث φφ مننقطهee وnn وmm (فيoooo) تقطعpp دايره مركزهاφφ و mm وnn وpp وee ( ا( بقراءه الشكل ماهي احداثيات النقاط11 ooبالنسبه لmm مناظرهnn ب( استنتج ان (oooo)بالنسبه لee مناظرهff ( ا ( ابن22 ff ب( حدد احداثيات ff∈φφ ج( بين ان ii مثلث متقايس الضلعين قمتهiiiiiiيكونبحيثφφمن الدايرهdd ( ا( عين النقطه33 (iiii) ⊥(dddd) ب( بين ان hh و منتمرffمركزهاالتيωω ثم ابن الدايرهhh(−33 , −77 ) وff(00 , −33 ) ( ا( عين النقطتين44 oo متناظرتان بالنسبه لωω وφφ ب( بين ان ωω∩φφ= { mm ; nn }:( بين ان55 ufeuille à rendre avec la copie الاسم و اللقب القسم8 اساسي"
8M-CH11-L01-EX012,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application indirecte,BASIQUE,True,1,3,1,3,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2019-2020-Mr-ZOUARI-SAMI-2.pdf,CONTROLE,1,320,une seule notion principale mobilisée; plusieurs étapes (3 sous-questions),: *) (ل ; 0 ; 1) معين متعامد في المستوي. ae7 و +bez النقطتان (a(a ; b و (b(a ; b متناظرتان بالنسبه الي : (o1) ل (o1) عدد صحيح نسبي سالب . فان: - وي 2 - a a + 2 a - 2 *) (ل ; 0 ; 1) معين متعامد في المستوي . (4(-2; 5 و(b(-23 -5 فان : j (ab) // (05) (ab) // (o1) (ab) 1 (oj) ام م ي عددان صحيحان نسبيان حيث a (b a = b a) b ل
8M-CH11-L01-EX013,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,MOYEN,False,3,10,1,10,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2019-2020-Mr-ZOUARI-SAMI-2.pdf,CONTROLE,2,807,une seule notion principale mobilisée; une propriété explicitement invoquée; enchaînement long (10 sous-questions); exige une justification (prouver),: 7ن 1) * و ا عددان صحيحان نسبيان .لتكن العباره التاليه : (1=-3-1-2-(7+1)1-15 +(2 -4 1) بين ان : . a=x -y-1 2) احسب 4 اذا كان x - 5 = ل . 3) احسب 4 اذا كان x| = |y| = 2| . 4) قارن * و ا اذا كان +4 € z . 11) ا ا عددان صحيحان نسبيان حيث ا - . b 9 a ب - a +2 و 6 - 19 . ج - •-2-(6 +7) 9 3 -(a +5) 2019 * tunisie college.net هندسه : ح في الرسم المقابل (ل ; 0 ; 1) معين متعامد في المستوي حيث : o1 = oj . والمثلث abc قايم الزاويه في a . 1) اجد احداثيات كل النقاط 4 و b و c و e و h ؟ 2) بين ان النقطتين c و e متناظرتان بالنسبه الي (oj) . 3) بين ان المثلث jec متقايس الضلعين . 4) بين ان o منتصف [bh] . 5) ا - ابن النقطتين و f مناظرتي a و c علي التوالي بالنسبه الي 0 . ب - جد مع التعليل احداثيات كل من النقطتين g و f . 6) بين ان المثلث gfh قايم الزاوبه . 1* j 8 -7 -6- 5- 4- 2- 1- * * 8 x h #2019 tunisie college.net
8M-CH11-L01-EX014,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Application indirecte,MOYEN,True,2,8,1,8,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2019-2020-Mr-ZOUARI-SAMI.pdf,CONTROLE,1,370,une seule notion principale mobilisée; enchaînement long (8 sous-questions),: يلي كل سوال ثلاث مقترحات احدها فقط صحيح .ضع علامه * امامه : *) * عدد صحيح نسبي : (2 -(9 - x- تساوي : 11- * 7 + * 7 - * عدد صحيح نسبي سالب . فان ٥ a - 2 تساويه a +2 2 - a *) (ل ; 0 ; 1) معين متعامد في المستوي . (4(-2; 5 و(b(-23 -5 فان : (ab) 1 (0j) (ab) // (o1) ما م عددان صحيحان نسبيان حيث a) b a = b a (b j (ab)11 (05) 6 = -320 - 180 *** d = (321 +1320) - (721 +1320)
8M-CH11-L01-EX015,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Raisonnement,DIFFICILE,False,4,7,1,7,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2019-2020-Mr-ZOUARI-SAMI.pdf,CONTROLE,2,814,une seule notion principale mobilisée; une propriété explicitement invoquée; enchaînement long (7 sous-questions); exige une justification (prouver); construction puis démonstration sur la figure obtenue,: ح 1) احسب : a = 215 - 1215 ** * c = 798 - (-202) عددان صحيحان نسبيان . نعتبر العبارايت . ت $=2-11-(-a +6) 1=-(4-9) -16-(5 -a)] . y = 1 - 6 : وان x=1 -a +b : بين ان (1 . x + y جد (2 3) احسب a اذا علمت ان x و y متقابلان . 4) قارن a و 2 اذا كان x و ٢ سالبين . 2019 * tunisie college.net هندسه : ح في الرسم المقابل (ل ; 0 ; 1) معين متعامد في المستوي حيث : o1 = oj . 1) ا - ما هي احداثيات النقطه a؟ ب - عين النقطه b مناظره 4 بالنسبه الي (o1) . والنقطه c مناظره a بالنسبه الي (oj) . ج - حدد احداثيات كل من b و c . 2) بين b و o و c علي استقامه واحده . 3) بين ان المثلث iab متقايس الضلعين . 4) عين النقطتين e و f حيث : (e(-2; 3 و (f (2; - 3 . ارسم الدايره (ج ) التي مركزها 4 وتمر من e ثم ابن الدايره (ج) مناظره (ج) بالنسبه الي 0 . حدد مركز الدايره ('ج ) وشعاعها . 1* j * 2- xa 8 -7 -6 -5 -4 -3- 2019* tunisie college.net
8M-CH11-L01-EX016,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,6,5,2,5,1,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Math-8eme-2022-2023-Mr-GHARBI-RIDHA.pdf,CONTROLE,4,512,deux notions combinées; une propriété explicitement invoquée; enchaînement long (5 sous-questions); raisonnement développé : prouver + justifier; résultats intermédiaires réutilisés (stratégie à construire),": (7 ن) في الرسم التالي (٥,١,١) معين متعامد في المستوي و 01 = oj 4 2 2- 5- 2 - .5 - 1) ا) عين النقاط (a(4;2 و (b(4;-2 و (c(-2;3 ب) اثبت ان النقطتين a و b متناظرتين بالنسبه الي (o1) . ج) بين ان ib مثلث متقايس الضلعين 2) ا) لتكن النقطه e مناظره b بالنسبه الي (/o) . حدد احداثيات النقطه e ب) اثبت ان النقطتين a و e متناظرتين بالنسبه الي 0 ج) بين ان المثلث abe قايم الزاويه في b 3) ا) لتكن النقطه f مناظره c بالنسبه الي 0 . حدد احداثيات النقطه f ب) بين ان الرباعي afec متوازي اضلاع ج) قارن بين acf و efc معللا جوابك."
8M-CH11-L01-EX017,8e,Géométrie,CH11,Repérage dans le plan,L01,Repérage dans le plan,التعيين في المستوي,Mettre en œuvre une technique ou un procédé dans une activité géométrique,Démonstration,DIFFICILE,False,5,7,2,7,0,ORIGINAL_EXTRAIT,EXERCICE_DISTINCT,8eme/mathematiques/devoirs/Devoir-de-Controle-N-2-Maths-8eme-2010-2011-Mr-Haddagi-Moncef-College-H.sousse-.Sahloul.pdf,CONTROLE,2,708,deux notions combinées; enchaînement long (7 sous-questions); raisonnement développé : prouver + justifier,"دد: (4 نقاط) تعتبر المجموعه التاليه : {3:13-4:4:48-1:0-/ - # 1) اكمل ب: = او * او ك او * {0} e e d z.. 2 2) قارن العدد ين الكسريين النسبيين معللا الاجابه : ١/٤- و 8 e 3) رتب عناصر المجموعه e مستعملا : ) 2010 © tunisiecollege.nei مرين ع3دد: (3 نقاط) 4 مستقيم مدرج بمعين (0,1) . 1) عين علي ٨ النقطه ٨ فاصلتها 2 و النقطه 13 فاصلتها - . . ob و o4 احسب (2 3) عين النقطه m علي 4 فاصلتها عدد سالب و om = 22 . مرين عمدد: (و نقاط) (1) معين متعامد في المستو ) 1) عين النقاط (a(3,-2 و (b(-5,-4 و (c(-3,2 . 2) بين ان a و c متناظرتان بالنسبه ل o 3) ابن d مناظره b بالنسبه ل o . حدد احداثيات النقطه d( ). d 4) هل ان ab =cd ؟ علل جوابك . . bâc = dca بين ان (5 (ec) 1 (oi) بين ان . e(-3,-2) لتكن (6 2010 © tunisiecollege.nei"
